Rk,School,G,W,L,W-L%,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,oORtg,oFTr,o3PAr,oTS%,oTRB%,oAST%,oSTL%,oBLK%,oeFG%,oTOV%,oORB%,oFT/FGA,Seeding,Placing
84,Florida NCAA,med-high,med-high,med-low,med-high,high,high,med-high,med-low,low,low,med-high,med-low,med-high,medium,med-high,medium,med-high,medium,med-low,med-low,low,high,med-high,med-low,medium,med-high,high,low,med-high,low,low,med-high,low,med-low,med-low,low,high,med-high,med-high,low,8
87,Florida Gulf Coast NCAA,low,medium,med-low,med-high,low,low,med-low,low,high,med-high,high,low,medium,med-low,medium,med-high,med-low,low,med-high,med-high,med-low,med-low,medium,med-high,med-high,med-high,med-low,medium,med-high,high,medium,med-low,medium,med-high,low,medium,medium,medium,med-high,high,64
89,Florida State NCAA,med-low,medium,med-low,medium,med-high,med-high,med-low,medium,high,low,low,med-high,high,med-high,high,med-high,med-high,low,medium,medium,low,med-high,high,medium,med-low,med-high,medium,medium,high,med-high,medium,medium,medium,low,low,medium,medium,med-high,high,low,32
101,Gonzaga NCAA,high,high,low,high,high,med-low,high,low,medium,low,med-high,low,high,medium,med-high,high,med-high,med-low,high,high,med-low,medium,med-high,high,med-low,med-low,med-high,low,low,low,low,low,low,med-low,med-low,low,low,low,low,low,2
123,Iona NCAA,med-low,low,med-high,low,low,med-low,med-low,med-high,low,high,medium,high,med-high,high,high,medium,low,med-high,medium,low,medium,medium,low,medium,medium,low,med-low,high,medium,medium,high,high,med-high,low,med-low,high,med-low,high,medium,high,64
125,Iowa State NCAA,med-low,med-low,med-high,med-low,high,high,med-low,medium,med-low,med-high,low,med-high,med-high,med-high,med-high,med-high,low,med-high,med-high,low,medium,high,med-low,med-high,low,low,low,med-high,low,medium,medium,high,med-high,low,med-high,med-high,medium,high,low,med-low,32
129,Jacksonville State NCAA,med-low,low,high,low,low,low,low,med-high,low,high,high,high,low,medium,low,low,med-low,medium,med-low,medium,med-high,low,medium,medium,high,medium,medium,high,med-high,med-high,med-high,medium,medium,med-high,med-high,medium,low,medium,med-high,high,64
131,Kansas NCAA,med-high,high,low,high,high,high,high,low,medium,low,high,low,high,med-high,med-high,high,medium,medium,high,med-high,medium,medium,med-high,high,medium,med-high,med-low,medium,med-low,med-low,medium,med-low,medium,high,med-high,medium,medium,med-high,med-low,low,8
133,Kansas State NCAA,med-low,low,high,low,medium,high,low,high,low,high,low,med-high,low,medium,med-low,low,high,medium,med-low,low,high,high,medium,medium,high,med-low,med-high,medium,medium,med-low,high,high,high,high,med-high,med-high,high,high,med-high,med-high,64
135,Kent State NCAA,med-high,low,high,low,low,med-low,low,med-high,low,high,medium,medium,medium,high,med-high,med-low,med-low,med-low,low,high,low,med-low,medium,low,medium,high,med-low,med-high,medium,medium,med-high,low,med-high,medium,low,med-high,medium,med-high,medium,high,64
136,Kentucky NCAA,high,high,low,high,high,high,high,low,medium,med-low,medium,low,high,high,high,med-high,high,low,medium,med-high,med-low,med-low,high,medium,low,med-high,med-high,med-low,medium,med-low,med-low,med-low,low,low,med-low,med-low,medium,med-low,medium,low,8
151,Louisville NCAA,low,medium,med-low,medium,high,high,med-low,medium,high,low,low,medium,medium,low,med-low,medium,med-low,low,low,high,low,medium,high,low,low,high,med-low,med-low,high,medium,low,low,med-low,med-low,med-low,low,med-high,medium,high,low,32
158,Marquette NCAA,low,low,med-high,low,medium,medium,low,med-high,medium,med-high,low,med-high,medium,medium,med-high,high,low,high,high,low,med-high,med-high,med-low,high,med-high,low,med-low,high,med-high,med-low,high,high,high,med-high,high,high,med-low,med-high,med-high,medium,64
160,Maryland NCAA,low,med-low,med-low,medium,medium,medium,med-low,medium,med-low,high,med-high,low,low,low,med-low,med-low,med-high,high,med-low,med-low,med-high,med-low,med-high,med-low,med-high,medium,med-high,medium,medium,med-low,med-low,med-high,med-low,med-high,high,med-low,med-low,high,medium,med-low,64
168,Miami (FL) NCAA,low,low,med-high,med-low,medium,med-high,low,med-high,medium,med-low,low,med-high,low,low,low,low,med-low,med-low,low,med-high,low,med-high,medium,low,high,med-high,med-low,medium,med-low,medium,medium,med-low,med-high,med-high,med-low,med-low,med-low,medium,med-low,medium,64
170,Michigan NCAA,high,medium,med-high,med-low,med-high,med-high,low,med-high,medium,med-high,low,high,med-high,med-high,low,high,low,high,high,low,med-low,medium,low,high,low,low,med-low,high,low,low,high,high,low,low,med-low,high,med-high,med-high,low,med-low,16
171,Michigan State NCAA,med-low,low,high,low,medium,high,low,med-high,medium,med-low,low,high,low,medium,med-low,low,med-low,med-high,medium,medium,high,low,med-high,med-high,high,med-low,low,med-high,med-high,low,med-low,medium,high,med-high,medium,med-low,low,med-low,med-high,medium,32
172,Middle Tennessee NCAA,med-high,high,low,high,med-low,med-low,high,low,med-low,med-low,high,low,medium,med-low,low,med-high,low,low,medium,med-high,medium,med-high,med-low,med-high,low,medium,low,med-low,high,med-high,medium,med-low,med-high,low,low,medium,med-high,low,high,med-high,32
174,Minnesota NCAA,low,med-low,medium,medium,medium,med-high,med-low,med-high,high,med-high,low,medium,med-low,medium,med-high,low,med-high,low,low,med-low,med-high,low,high,low,med-low,med-low,med-high,med-low,med-low,med-low,low,med-high,high,medium,medium,low,low,med-high,med-low,med-low,64
185,Mount St. Mary's NCAA,med-high,low,high,low,low,low,med-high,med-low,low,high,med-high,high,low,med-high,med-low,low,low,medium,low,low,low,medium,med-low,low,high,low,low,med-high,medium,low,med-high,high,low,high,med-low,high,high,high,med-low,high,64
190,Nevada NCAA,med-low,med-high,med-low,med-high,med-low,med-low,med-high,med-low,med-low,low,med-high,med-low,med-high,med-high,med-high,medium,high,high,medium,medium,high,low,med-high,med-low,low,med-low,high,med-high,med-low,medium,medium,medium,med-high,med-low,low,medium,low,low,low,med-high,64
194,New Mexico State NCAA,low,med-high,low,med-high,med-low,low,med-low,med-low,high,low,med-high,med-low,medium,med-low,medium,medium,high,med-high,medium,high,medium,low,med-low,medium,high,high,high,med-low,med-high,low,low,low,low,med-low,low,med-low,medium,med-high,med-high,high,64
195,New Orleans NCAA,low,low,med-high,low,low,low,medium,medium,low,med-high,medium,high,low,low,medium,low,high,low,med-low,med-high,high,high,med-low,low,high,high,high,medium,med-high,med-high,high,med-low,med-high,high,med-low,high,high,high,medium,high,68
200,North Carolina NCAA,high,high,med-low,med-high,high,high,med-high,med-low,high,low,med-low,medium,high,high,high,high,medium,low,med-low,high,high,medium,medium,med-low,low,high,med-low,medium,medium,high,medium,low,med-low,med-high,med-high,medium,medium,low,medium,low,1
202,North Carolina Central NCAA,low,medium,med-low,medium,low,low,medium,med-low,low,med-low,high,med-high,med-low,low,med-low,med-low,med-low,med-high,med-low,medium,medium,med-low,med-low,med-low,medium,med-high,med-low,low,med-low,med-high,low,medium,low,low,low,low,med-high,high,low,high,68
203,North Dakota NCAA,low,low,medium,med-low,low,low,med-high,med-low,low,med-low,medium,med-high,med-low,med-low,high,med-low,medium,low,med-high,med-low,med-low,high,low,med-high,med-high,low,medium,medium,high,med-low,high,med-high,low,med-high,low,high,high,med-low,high,high,64
212,Northern Kentucky NCAA,med-low,med-low,med-high,med-low,low,low,med-low,medium,med-low,med-low,med-high,high,medium,med-high,med-high,med-low,medium,high,med-low,med-high,med-low,med-low,low,medium,high,medium,medium,med-high,med-low,med-low,med-high,med-low,low,medium,high,med-high,med-low,low,med-low,high,64
213,Northwestern NCAA,med-high,med-low,med-high,med-low,medium,medium,low,med-high,medium,high,low,medium,med-low,med-low,low,low,low,med-low,low,med-low,high,low,high,low,med-low,medium,low,medium,med-high,medium,low,med-high,med-high,med-high,high,low,med-low,high,med-high,medium,32
215,Notre Dame NCAA,med-high,medium,medium,medium,med-high,med-high,med-low,medium,high,med-low,low,med-low,med-high,med-high,med-low,med-high,low,high,med-high,low,med-high,med-high,medium,medium,low,med-low,low,med-high,low,medium,med-high,high,med-high,med-low,high,med-high,med-low,high,med-low,med-low,32
220,Oklahoma State NCAA,low,low,med-high,low,med-high,high,low,high,low,high,medium,medium,med-high,high,high,high,med-high,med-low,high,med-high,med-low,high,low,med-high,medium,high,high,high,high,medium,high,med-low,med-high,med-high,high,high,high,high,high,medium,64
224,Oregon NCAA,high,high,low,high,high,medium,high,low,high,low,medium,low,high,med-high,med-low,med-high,med-low,med-high,med-high,med-high,med-high,medium,high,med-high,medium,med-high,medium,low,low,high,low,med-low,medium,low,med-high,low,medium,medium,low,low,4
235,Princeton NCAA,low,med-low,med-low,med-high,med-low,med-low,med-high,low,low,low,high,med-low,low,low,low,med-low,low,high,medium,low,medium,med-high,med-low,medium,low,low,low,low,medium,med-high,med-low,med-high,medium,low,medium,medium,high,low,medium,med-low,64
236,Providence NCAA,low,low,med-high,low,med-low,medium,low,med-high,medium,med-high,low,high,low,low,med-low,low,medium,medium,med-low,low,high,medium,low,low,med-high,low,medium,medium,med-low,med-low,med-high,high,medium,med-high,med-low,med-high,med-high,medium,med-low,med-high,68
237,Purdue NCAA,med-low,med-high,med-low,med-high,med-high,medium,med-high,med-low,medium,med-low,med-low,med-low,med-high,medium,medium,med-high,med-low,med-high,high,high,high,low,low,high,med-high,medium,medium,med-low,low,med-low,low,low,medium,med-high,medium,med-low,low,low,low,med-high,16
241,Rhode Island NCAA,med-low,medium,medium,medium,medium,medium,medium,medium,med-low,med-high,medium,medium,med-low,med-low,med-low,med-low,med-high,med-low,low,medium,med-low,medium,high,low,med-low,med-high,medium,med-low,high,low,low,medium,med-low,med-low,med-low,low,medium,med-high,high,med-high,32
252,Saint Mary's (CA) NCAA,low,med-high,low,high,medium,med-low,high,low,medium,med-low,high,low,low,low,low,high,low,high,high,high,high,low,med-low,high,medium,med-high,low,low,low,low,low,low,low,med-high,med-low,low,low,low,low,med-low,32
263,Seton Hall NCAA,low,low,med-high,med-low,med-low,med-high,low,med-high,med-low,med-low,low,med-high,low,med-low,medium,low,medium,low,low,high,low,med-high,low,low,high,high,med-low,med-high,med-high,med-low,med-high,low,medium,high,medium,med-high,med-low,low,high,medium,64
266,South Carolina NCAA,high,medium,med-high,med-low,med-high,med-high,med-low,medium,medium,med-high,med-low,medium,medium,medium,medium,low,med-high,med-low,low,med-low,med-low,high,med-high,low,med-high,med-high,med-high,low,high,medium,med-low,med-high,med-low,medium,med-high,low,high,med-high,high,med-low,4
270,South Dakota State NCAA,med-low,low,high,low,low,med-low,low,med-high,low,med-low,low,high,medium,high,medium,medium,high,high,med-high,med-low,med-low,low,low,medium,high,med-low,high,high,low,high,high,med-high,med-high,high,high,high,low,medium,low,high,64
275,Southern California NCAA,med-high,medium,medium,medium,med-low,medium,low,med-high,medium,med-high,med-low,medium,med-high,high,med-high,medium,medium,medium,med-low,med-low,med-high,med-high,high,med-low,low,medium,med-high,high,low,med-high,med-high,med-high,high,medium,medium,high,med-low,high,low,med-high,32
278,Southern Methodist NCAA,med-low,high,low,high,med-high,medium,high,low,high,low,med-high,low,med-low,low,low,high,medium,medium,med-high,high,high,medium,med-high,med-high,med-low,high,medium,low,low,high,low,low,high,med-low,medium,low,med-low,med-low,low,med-low,64
298,Texas Southern NCAA,med-low,med-low,med-high,med-low,low,low,high,low,low,low,high,high,med-low,med-high,medium,low,high,med-low,low,low,low,med-high,low,low,med-low,medium,high,high,medium,low,med-high,high,med-low,med-low,medium,med-high,medium,high,medium,high,64
305,Troy NCAA,high,low,high,low,low,low,low,med-high,low,high,med-low,high,high,high,med-high,medium,med-high,high,medium,medium,low,med-low,medium,medium,med-high,medium,med-high,high,medium,high,med-high,medium,medium,med-high,med-high,med-high,med-low,medium,medium,high,64
309,UC Davis NCAA,med-high,med-low,med-high,med-low,low,low,med-low,medium,low,low,med-low,high,med-low,med-high,med-high,low,high,low,low,med-low,medium,low,med-low,low,high,med-low,med-high,medium,medium,med-high,med-high,med-high,high,high,medium,medium,med-high,med-low,medium,high,64
314,UCLA NCAA,med-high,high,low,high,high,medium,med-high,med-low,high,low,med-high,low,high,high,high,high,low,med-high,high,medium,high,low,med-high,high,low,med-low,low,med-high,low,medium,medium,medium,med-low,med-high,low,medium,low,medium,low,low,16
317,UNC Wilmington NCAA,med-low,med-high,low,high,med-low,med-low,med-high,med-low,med-low,low,high,low,high,high,high,high,low,high,med-high,medium,medium,medium,low,high,low,med-high,low,high,high,low,high,medium,med-low,low,low,high,high,med-low,high,med-high,64
325,Vanderbilt NCAA,med-low,low,high,low,medium,high,low,med-high,low,high,low,med-high,low,medium,med-low,low,medium,high,medium,low,medium,low,medium,med-low,med-high,low,medium,med-high,med-low,med-low,medium,med-high,med-low,medium,high,medium,low,med-low,med-low,medium,64
326,Vermont NCAA,med-low,med-high,low,high,med-low,low,high,low,high,low,high,low,med-low,low,low,medium,med-low,med-low,med-high,med-high,low,med-low,med-high,med-high,medium,med-low,med-low,low,low,low,med-low,med-low,low,medium,low,med-low,med-high,med-low,low,medium,64
327,Villanova NCAA,med-high,high,low,high,high,med-high,med-high,med-low,medium,low,med-high,low,med-high,med-low,low,high,medium,high,high,med-high,med-low,high,med-low,high,medium,med-low,med-high,med-low,low,high,med-low,med-low,high,med-low,low,medium,med-high,med-low,low,med-high,32
328,Virginia NCAA,low,med-low,med-high,med-low,high,high,med-low,med-high,med-low,high,medium,medium,low,low,low,med-low,low,med-low,med-low,medium,med-high,medium,high,med-low,low,med-low,low,low,med-high,high,low,medium,med-high,medium,med-low,low,high,low,med-high,low,32
329,Virginia Commonwealth NCAA,med-low,medium,med-low,medium,med-low,med-low,med-high,med-low,medium,low,medium,med-low,medium,med-low,medium,low,medium,low,low,medium,med-high,high,medium,low,med-high,medium,medium,med-low,high,low,medium,medium,med-low,med-low,medium,med-low,high,med-low,high,med-low,64
331,Virginia Tech NCAA,low,low,med-high,med-low,med-low,medium,low,med-high,medium,med-low,low,med-high,med-low,medium,medium,med-high,high,med-high,high,low,med-high,low,low,high,med-high,low,high,high,low,medium,high,high,medium,med-low,high,high,low,med-high,med-low,medium,64
333,Wake Forest NCAA,low,low,high,low,medium,med-high,low,high,low,med-high,low,high,medium,med-high,high,high,high,med-low,high,medium,medium,low,medium,med-high,med-low,medium,high,high,high,high,high,medium,med-high,medium,high,high,low,med-low,high,med-high,68
337,West Virginia NCAA,high,med-high,med-low,med-high,high,med-high,med-low,medium,high,med-low,med-low,med-low,high,med-high,med-high,medium,med-high,med-low,low,medium,med-high,high,high,low,med-low,high,medium,low,high,med-high,med-high,medium,high,med-low,med-high,med-high,high,high,high,med-low,16
342,Wichita State NCAA,med-high,high,low,high,high,med-low,high,low,high,low,med-high,low,high,low,medium,high,med-high,medium,med-high,high,high,medium,med-high,med-high,med-low,high,high,low,med-high,high,low,low,medium,med-low,medium,low,med-high,low,med-high,medium,32
344,Winthrop NCAA,low,medium,med-low,med-high,low,low,med-high,med-low,med-low,med-high,high,low,med-low,med-low,high,med-low,medium,high,medium,med-low,low,med-low,high,medium,med-high,low,medium,med-low,medium,medium,low,med-high,low,medium,med-high,med-low,medium,medium,med-high,med-high,64
345,Wisconsin NCAA,high,med-high,medium,medium,med-high,med-high,med-low,medium,medium,med-low,low,medium,medium,med-low,low,medium,med-low,medium,low,high,med-low,med-high,medium,med-low,med-low,high,low,low,med-low,med-low,med-low,low,low,medium,medium,med-low,med-high,low,med-low,medium,16
349,Xavier NCAA,high,med-low,high,med-low,medium,high,low,high,med-low,high,low,high,med-high,high,med-low,med-low,high,medium,med-low,high,med-high,med-low,low,med-low,med-high,high,med-high,high,medium,high,high,low,high,high,high,high,med-low,low,medium,medium,8
